#FamilyID	SampleID	FatherID	MotherID	Sex	Population	Superpopulation	SampleIllumina
GB81	HG02862	HG02860	HG02861	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02862_ERR3989086.fasta.gz
GB84	HG02869	0	0	1	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02869_ERR3989087.fasta.gz
GB84	HG02870	0	0	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02870_ERR3242944.fasta.gz
GB84	HG02871	HG02869	HG02870	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02871_ERR3989088.fasta.gz
GB87	HG02878	0	0	1	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02878_ERR3242945.fasta.gz
GB87	HG02879	0	0	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02879_ERR3242946.fasta.gz
GB87	HG02880	HG02878	HG02879	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02880_ERR3989089.fasta.gz
GB88	HG02881	0	0	1	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02881_ERR3242947.fasta.gz
GB88	HG02882	0	0	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02882_ERR3242948.fasta.gz
GB88	HG02883	HG02881	HG02882	1	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02883_ERR3989090.fasta.gz
GB89	HG02884	0	0	1	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02884_ERR3242463.fasta.gz
GB89	HG02885	0	0	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02885_ERR3242464.fasta.gz
GB89	HG02886	HG02884	HG02885	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02886_ERR3989091.fasta.gz
GB90	HG02887	0	0	1	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02887_ERR3242441.fasta.gz
GB90	HG02888	0	0	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02888_ERR3242442.fasta.gz
GB90	HG02889	HG02887	HG02888	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02889_ERR3989092.fasta.gz
GB91	HG02890	0	0	1	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02890_ERR3242465.fasta.gz
GB91	HG02891	0	0	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02891_ERR3242466.fasta.gz
GB91	HG02892	HG02890	HG02891	1	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02892_ERR3989093.fasta.gz
GB93	HG02895	0	0	1	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02895_ERR3242443.fasta.gz
GB93	HG02896	0	0	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02896_ERR3242444.fasta.gz
GB93	HG02897	HG02895	HG02896	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02897_ERR3989094.fasta.gz
GB97	HG02982	0	0	1	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02982_ERR3242949.fasta.gz
GB97	HG02983	0	0	2	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG02983_ERR3242950.fasta.gz
GB97	HG02984	HG02982	HG02983	1	GWD	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG02984_ERR3989106.fasta.gz
LWK001	NA19331	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19331_ERR3239721.fasta.gz
LWK003	NA19434	0	NA19432	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19434_ERR3239756.fasta.gz
LWK004	NA19445	NA19453	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19445_ERR3239764.fasta.gz
NA19017	NA19017	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19017_ERR3239683.fasta.gz
NA19019	NA19019	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19019_ERR3239684.fasta.gz
NA19020	NA19020	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19020_ERR3239685.fasta.gz
NA19023	NA19023	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19023_ERR3239686.fasta.gz
NA19024	NA19024	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19024_ERR3239687.fasta.gz
NA19025	NA19025	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19025_ERR3239688.fasta.gz
NA19026	NA19026	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19026_ERR3239689.fasta.gz
NA19027	NA19027	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19027_ERR3239690.fasta.gz
NA19028	NA19028	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19028_ERR3239691.fasta.gz
NA19030	NA19030	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19030_ERR3239692.fasta.gz
NA19031	NA19031	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19031_ERR3239693.fasta.gz
NA19035	NA19035	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19035_ERR3239694.fasta.gz
NA19036	NA19036	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19036_ERR3239695.fasta.gz
NA19037	NA19037	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19037_ERR3239696.fasta.gz
NA19038	NA19038	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19038_ERR3239697.fasta.gz
NA19041	NA19041	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19041_ERR3239698.fasta.gz
NA19042	NA19042	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19042_ERR3239699.fasta.gz
NA19043	NA19043	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19043_ERR3239700.fasta.gz
NA19307	NA19307	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19307_ERR3239704.fasta.gz
NA19308	NA19308	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19308_ERR3239705.fasta.gz
NA19309	NA19309	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19309_ERR3239706.fasta.gz
NA19310	NA19310	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19310_ERR3239707.fasta.gz
NA19312	NA19312	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19312_ERR3239708.fasta.gz
NA19314	NA19314	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19314_ERR3239709.fasta.gz
NA19315	NA19315	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19315_ERR3239710.fasta.gz
NA19316	NA19316	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19316_ERR3239711.fasta.gz
NA19317	NA19317	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19317_ERR3239712.fasta.gz
NA19318	NA19318	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19318_ERR3239713.fasta.gz
NA19319	NA19319	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19319_ERR3239714.fasta.gz
NA19320	NA19320	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19320_ERR3239715.fasta.gz
NA19321	NA19321	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19321_ERR3239716.fasta.gz
NA19323	NA19323	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19323_ERR3239717.fasta.gz
NA19324	NA19324	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19324_ERR3239718.fasta.gz
NA19327	NA19327	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19327_ERR3239719.fasta.gz
NA19328	NA19328	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19328_ERR3239720.fasta.gz
NA19332	NA19332	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19332_ERR3239722.fasta.gz
NA19334	NA19334	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19334_ERR3239723.fasta.gz
NA19338	NA19338	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19338_ERR3239724.fasta.gz
NA19346	NA19346	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19346_ERR3239725.fasta.gz
NA19347	NA19347	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19347_ERR3239726.fasta.gz
NA19350	NA19350	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19350_ERR3239727.fasta.gz
NA19351	NA19351	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19351_ERR3239728.fasta.gz
NA19355	NA19355	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19355_ERR3239729.fasta.gz
NA19360	NA19360	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19360_ERR3239730.fasta.gz
NA19372	NA19372	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19372_ERR3239731.fasta.gz
NA19374	NA19374	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19374_ERR3239732.fasta.gz
NA19375	NA19375	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19375_ERR3239733.fasta.gz
NA19376	NA19376	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19376_ERR3239734.fasta.gz
NA19377	NA19377	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19377_ERR3239735.fasta.gz
NA19378	NA19378	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19378_ERR3239736.fasta.gz
NA19379	NA19379	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19379_ERR3239737.fasta.gz
NA19380	NA19380	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19380_ERR3239738.fasta.gz
NA19383	NA19383	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19383_ERR3239739.fasta.gz
NA19384	NA19384	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19384_ERR3239740.fasta.gz
NA19385	NA19385	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19385_ERR3239741.fasta.gz
NA19390	NA19390	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19390_ERR3239742.fasta.gz
NA19391	NA19391	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19391_ERR3239743.fasta.gz
NA19393	NA19393	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19393_ERR3239744.fasta.gz
NA19394	NA19394	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19394_ERR3239745.fasta.gz
NA19395	NA19395	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19395_ERR3239746.fasta.gz
NA19397	NA19397	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19397_ERR3239747.fasta.gz
NA19399	NA19399	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19399_ERR3239748.fasta.gz
NA19401	NA19401	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19401_ERR3239749.fasta.gz
NA19403	NA19403	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19403_ERR3239750.fasta.gz
NA19404	NA19404	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19404_ERR3239751.fasta.gz
NA19428	NA19428	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19428_ERR3239752.fasta.gz
NA19429	NA19429	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19429_ERR3239753.fasta.gz
NA19430	NA19430	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19430_ERR3239754.fasta.gz
NA19431	NA19431	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19431_ERR3239755.fasta.gz
NA19435	NA19435	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19435_ERR3239757.fasta.gz
NA19436	NA19436	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19436_ERR3239758.fasta.gz
NA19437	NA19437	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19437_ERR3239759.fasta.gz
NA19438	NA19438	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19438_ERR3239760.fasta.gz
NA19439	NA19439	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19439_ERR3239761.fasta.gz
NA19440	NA19440	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19440_ERR3239762.fasta.gz
NA19443	NA19443	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19443_ERR3239763.fasta.gz
NA19446	NA19446	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19446_ERR3239765.fasta.gz
NA19448	NA19448	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19448_ERR3239766.fasta.gz
NA19449	NA19449	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19449_ERR3239767.fasta.gz
NA19451	NA19451	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19451_ERR3239768.fasta.gz
NA19452	NA19452	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19452_ERR3239769.fasta.gz
NA19454	NA19454	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19454_ERR3239770.fasta.gz
NA19455	NA19455	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19455_ERR3239771.fasta.gz
NA19456	NA19456	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19456_ERR3239772.fasta.gz
NA19457	NA19457	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19457_ERR3239773.fasta.gz
NA19461	NA19461	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19461_ERR3239774.fasta.gz
NA19462	NA19462	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19462_ERR3239775.fasta.gz
NA19463	NA19463	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19463_ERR3239776.fasta.gz
NA19466	NA19466	0	0	1	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19466_ERR3239777.fasta.gz
NA19467	NA19467	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19467_ERR3239778.fasta.gz
NA19468	NA19468	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19468_ERR3239779.fasta.gz
NA19471	NA19471	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19471_ERR3239780.fasta.gz
NA19472	NA19472	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19472_ERR3239781.fasta.gz
NA19473	NA19473	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19473_ERR3239782.fasta.gz
NA19474	NA19474	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19474_ERR3239783.fasta.gz
NA19475	NA19475	0	0	2	LWK	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/NA19475_ERR3239784.fasta.gz
HG03057	HG03057	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03057_ERR3242468.fasta.gz
HG03060	HG03060	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03060_ERR3242952.fasta.gz
HG03074	HG03074	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03074_ERR3242956.fasta.gz
HG03077	HG03077	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03077_ERR3242957.fasta.gz
HG03078	HG03078	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03078_ERR3242470.fasta.gz
HG03084	HG03084	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03084_ERR3242471.fasta.gz
HG03085	HG03085	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03085_ERR3242472.fasta.gz
HG03086	HG03086	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03086_ERR3242960.fasta.gz
HG03378	HG03378	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03378_ERR3242965.fasta.gz
HG03397	HG03397	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03397_ERR3242475.fasta.gz
HG03432	HG03432	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03432_ERR3242968.fasta.gz
HG03433	HG03433	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03433_ERR3242550.fasta.gz
HG03436	HG03436	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03436_ERR3242563.fasta.gz
HG03437	HG03437	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03437_ERR3242564.fasta.gz
HG03442	HG03442	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03442_ERR3242552.fasta.gz
HG03445	HG03445	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03445_ERR3242553.fasta.gz
HG03446	HG03446	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03446_ERR3242554.fasta.gz
HG03457	HG03457	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03457_ERR3242969.fasta.gz
HG03460	HG03460	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03460_ERR3242555.fasta.gz
HG03461	HG03461	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03461_ERR3242556.fasta.gz
HG03472	HG03472	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03472_ERR3242480.fasta.gz
HG03547	HG03547	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03547_ERR3242570.fasta.gz
HG03548	HG03548	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03548_ERR3242571.fasta.gz
HG03556	HG03556	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03556_ERR3242572.fasta.gz
HG03557	HG03557	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03557_ERR3242573.fasta.gz
HG03558	HG03558	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03558_ERR3242970.fasta.gz
HG03565	HG03565	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03565_ERR3242578.fasta.gz
HG03567	HG03567	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03567_ERR3242971.fasta.gz
SL01	HG03052	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03052_ERR3242467.fasta.gz
SL02	HG03054	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03054_ERR3242951.fasta.gz
SL02	HG03055	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03055_ERR3242541.fasta.gz
SL02	HG03056	HG03054	HG03055	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB36890.698/HG03056_ERR3989117.fasta.gz
SL03	HG03058	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03058_ERR3242469.fasta.gz
SL04	HG03061	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03061_ERR3242548.fasta.gz
SL05	HG03063	0	0	1	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03063_ERR3242953.fasta.gz
SL05	HG03064	0	0	2	MSL	AFR	/gpfs/project/projects/medbioinf/data/illumina_nygc/output/reduced/PRJEB31736.2504/HG03064_ERR3242954.fasta.gz
